"Host","Species","Parasite","Cargo","Carrier","Group","dataSet"
"Aves","Lonchura striata","Virus","avian coronavirus","Dendrocygna javanica","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Dendrocygna viduata","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Dromaius novaehollandiae","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Empidonax alnorum","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Empidonax difficilis","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Equus asinus","Domestic Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Equus caballus","Domestic Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Equus przewalskii","Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Falco cherrug","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Falco naumanni","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Falco peregrinus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Falco tinnunculus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Felis catus","Domestic Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Fulica americana","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Fulica atra","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Gallicrex cinerea","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Gallus gallus","Domestic Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Gallus gallus","Domestic Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Haliaeetus leucocephalus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Homo sapiens","Human","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Icteria virens","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Lama pacos","Domestic Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Lanius schach","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus argentatus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus atricilla","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus brunnicephalus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus californicus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus canus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus delawarensis","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus dominicanus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Larus glaucescens","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus glaucescens","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus hyperboreus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus ichthyaetus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus marinus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus melanocephalus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus michahellis","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus mongolicus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus novaehollandiae","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Larus ridibundus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus ridibundus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Larus schistisagus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Leiothrix argentauris","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Leiothrix lutea","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Lonchura striata","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Lonchura striata","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Lophura leucomelanos","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Melanitta fusca","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Meleagris gallopavo","Domestic Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Meleagris gallopavo","Domestic Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Melospiza melodia","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Mergellus albellus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Milvus migrans","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Mus musculus","Rodent","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Mustela lutreola","Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Mustela putorius","Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Mustela putorius","Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Myrmecophaga tridactyla","Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Necrosyrtes monachus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Neofelis nebulosa","Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Neovison vison","Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Netta peposaca","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Nisaetus nipalensis","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Numida meleagris","Domestic Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Ondatra zibethicus","Rodent","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Onychoprion fuscatus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Oporornis tolmiei","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Panthera tigris","Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Passer domesticus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Passer montanus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Passerella iliaca","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Pavo cristatus","Domestic Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Pelecanus erythrorhynchos","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Penelope superciliaris","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Phalacrocorax auritus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Phalacrocorax carbo","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Phalacrocorax carbo","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Phoca vitulina","Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Piaya minuta","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Pica pica","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Pionus menstruus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Piranga ludoviciana","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Platalea minor","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Pluvialis fulva","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Podiceps cristatus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Porphyrio martinica","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Puffinus pacificus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Regulus satrapa","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Rissa tridactyla","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Seiurus noveboracensis","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Somateria mollissima","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Sterna hirundo","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Struthio camelus","Domestic Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Sturnus sericeus","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Sturnus vulgaris","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Sus scrofa","Domestic Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Sus scrofa","Domestic Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Sus scrofa","Domestic Mammal","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Tachybaptus ruficollis","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Tadorna ferruginea","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Tadorna tadornoides","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Thryomanes bewickii","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","avian coronavirus","Turdus hortulorum","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Turdus migratorius","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Uria aalge","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Uria lomvia","Aves","bushmarket_Laos"
"Aves","Lonchura striata","Virus","influenza a virus","Zosterops japonicus","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Balearica pavonina","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Bos taurus","Domestic Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Capreolus capreolus","Domestic Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Cervus elaphus","Domestic Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Chrysolophus pictus","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Corvus cornix","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Creadion carunculatus","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Equus caballus","Domestic Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Falco rusticolus","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Gallus gallus","Domestic Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Gallus gallus","Domestic Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Haematopus unicolor","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Herpestes javanicus","Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Homo sapiens","Human","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Lagopus muta","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Lophura nycthemera","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Lophura nycthemera","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Macaca mulatta","Primate","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Meleagris gallopavo","Domestic Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Neofelis nebulosa","Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Oryctolagus cuniculus","Domestic Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Ovis aries","Domestic Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Panthera tigris","Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Parus major","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Passer domesticus","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Perdix perdix","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Rattus norvegicus","Rodent","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Rattus rattus","Rodent","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Serinus canaria","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Sus scrofa","Domestic Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Sus scrofa","Domestic Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","hepatitis e virus","Sus scrofa Leucomystax","Mammal","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Thinornis novaeseelandiae","Aves","bushmarket_Laos"
"Aves","Lophura nycthemera","Virus","fowlpox virus","Turdus philomelos","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","west nile virus","Accipiter cooperii","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","west nile virus","Accipiter gentilis","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Accipiter trivirgatus","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Acinonyx jubatus","Mammal","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Aechmophorus occidentalis","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","west nile virus","Aegypius monachus","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","west nile virus","Agelaius phoeniceus","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Aix galericulata","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Aix sponsa","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Alectoris chukar","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Alopochen aegyptiacus","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas acuta","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas americana","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas capensis","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas carolinensis","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas castanea","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas clypeata","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas crecca","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas cyanoptera","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas discors","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas formosa","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas penelope","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas platyrhynchos","Domestic Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas poecilorhyncha","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas querquedula","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","west nile virus","Anas querquedula","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas rubripes","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas strepera","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anas superciliosa","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anser albifrons","Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anser anser","Domestic Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","west nile virus","Anser anser","Domestic Aves","bushmarket_Laos"
"Aves","Passer domesticus","Virus","influenza a virus","Anser brachyrhynchus","Aves","bushmarket_Laos"
